clean_text,sentiment
first experience pretty decent decor star very good smile service staff otherwise freeze snack serve freshly fry live singer believe make prefect extremely loud sync speakers really fail understand high rat place,negative
jaipur adda one first taverns jaipur locate bani park rooftop ambiance cozy seat give perfect party mood menu good variety food multi cuisine options elaborate bar menu go place party weekend binge,positive
tasty food ambience nice like mango mint shoot visit dessert also good,positive
go way help celebrate anniversary night make beautiful desert go way help celebrate anniversary gajab team great job keep,positive
very very good service make day,positive
good yaar enjoy everything good food good ambience specially best karari roti town recommend everyone visit jaipur adda,positive
love rooftop ambience food service good thing didn like tandoori momos not upto mark but rest amaze,positive
absolutely delightful awesome food lovely dj really know songs crowd would like very very cute lady staff cherry cake perfect hot toddy cold night,positive
very nice service food quality top notch match live screen make experience much better,positive
ambience staff vibe perfect food not amaze but do taste good order naan pizza pink sauce pasta naan pizza good but pink sauce pasta okay ish overall decent place hangout friends,positive
